sentence,label
الفندق مريح جداً وفخم والموقع ممتاز وقريب من السنتر وكذلك من البحيرة والميناء الرئيسي للسفر,الفندق مريح جداً وفخم والموقع ممتاز وقريب من السنتر وكذلك من البحيرة والميناء الرئيسي للسفر ___
نحن نشاهد التلفاز وهم السينما,نحن نشاهد التلفاز وهم ___ السينما
هل واجهتِ صعوبات في مسيرتك الرياضية؟ وكيف ؟,هل واجهتِ صعوبات في مسيرتك الرياضية؟ وكيف ___؟
بالمحافظة على التقاليد والعادات.,بالمحافظة على التقاليد والعادات ___
بمناقشة الأفكار والآراء.,بمناقشة الأفكار والآراء ___
توجيههم وتعليمهم القيم الصحيحة.,توجيههم وتعليمهم القيم الصحيحة ___
"فقال: ""إن العالم يعاملني معاملة طيبة، أما الناس الذين فيه فلا "".","فقال: ""إن العالم يعاملني معاملة طيبة، أما الناس الذين فيه فلا ___""."
في الأسواق.,في الأسواق ___
بالسقاية والتسميد.,بالسقاية والتسميد ___
ويقول العلماء ان السؤال ليس هل سيحدث ذلك ولكن متى ؟,ويقول العلماء ان السؤال ليس هل سيحدث ذلك ولكن متى ___؟
الأوكسجين,الأوكسجين ___
شاهدنا مسرحية ماكبث في مسرح الجامعة و الفيلم في السينما.,شاهدنا مسرحية ماكبث في مسرح الجامعة و الفيلم ___ في السينما.
يختار كل منهم صورة فوتوغرافية تعبر عن الحرب و أخرى عن السلام,يختار كل منهم صورة فوتوغرافية تعبر عن الحرب و أخرى ___ عن السلام
في دور السينما.,في دور السينما ___.
وكان يقدمها لنا أستاذ في الأدب العربي، مع العلم أنه لا يعرفني وأنا كذلك.,وكان يقدمها لنا أستاذ في الأدب العربي، مع العلم أنه لا يعرفني وأنا كذلك ___.
لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل كذلك.,لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل كذلك ___.
نعم القرآن يدل على أن الأمر توجه إلى إبليس كما قد توجه إلى الملائكة ، ولكن لماذا ؟,نعم القرآن يدل على أن الأمر توجه إلى إبليس كما قد توجه إلى الملائكة ، ولكن لماذا ___؟
في اليوم الحادي والعشرين من شهر مارس.,في اليوم الحادي والعشرين من شهر مارس ___
المسافر يفطر نعم ولكن متى ؟,المسافر يفطر نعم ولكن متى ___؟
بزيادة الرواتب وتوفير المزايا.,بزيادة الرواتب وتوفير المزايا ___.
أنا أحب السباحة وهي التزلج,أنا أحب السباحة وهي ___ التزلج
إن موضوع شكل العبادة إنما يعمل الفرق عندنا نحن، أما عند الله فلا.,إن موضوع شكل العبادة إنما يعمل الفرق عندنا نحن، أما عند الله فلا ___.
ما هو الدليل بأنها نزلت في أحد من بني أمية. و هل العبوس ينافي العصمة و لماذا ؟,ما هو الدليل بأنها نزلت في أحد من بني أمية. و هل العبوس ينافي العصمة و لماذا ___؟
هل تؤيد قيادة المرأة للسيارة و لماذا ؟,هل تؤيد قيادة المرأة للسيارة و لماذا ___؟
نقدّم 36 برنامجاً من بينها برامج بلغات أجنبية و أخرى من السعودية وتونس والسودان والمغرب.,نقدّم 36 برنامجاً من بينها برامج بلغات أجنبية و أخرى من السعودية وتونس والسودان والمغرب ___.
في الحدائق والملاعب.,في الحدائق والملاعب ___
فالدكتور لن يكون دكتورًا إلا عندما يجتاز عددًا معينًا من الساعات، وكذلك الممرض.,فالدكتور لن يكون دكتورًا إلا عندما يجتاز عددًا معينًا من الساعات، وكذلك الممرض ___.
لأن معالي المحافظ لم يذكر لنا مبررات تراجع العقارات أو الإيجارات فقد حذر المستثمرين بأنها ستتراجع ولكن لماذا ؟,لأن معالي المحافظ لم يذكر لنا مبررات تراجع العقارات أو الإيجارات فقد حذر المستثمرين بأنها ستتراجع ولكن لماذا ___؟
وهؤلاء يؤمنون بالقرآن فقط ولكن السنة فلا,وهؤلاء يؤمنون بالقرآن فقط ولكن السنة فلا ___
نحن نلعب في الحديقة وهم في الصالة الرياضية,نحن نلعب في الحديقة وهم ___ في الصالة الرياضية
وإن تعددت الروايات من حولها فلا بد أن يأتي ذلك اليوم، ولكن متى ؟,وإن تعددت الروايات من حولها فلا بد أن يأتي ذلك اليوم، ولكن متى ___؟
هي طلبت فراخ وأنا لحم,هي طلبت فراخ وأنا ___ لحم
اثنان,اثنان ___
كما أكدت الشركة أنها تلقت ما بين أربعة إلى خمسة آلاف طلب من الحكومة الاتحادية الأميركية و أخرى من سلطات محلية.,كما أكدت الشركة أنها تلقت ما بين أربعة إلى خمسة آلاف طلب من الحكومة الاتحادية الأميركية و أخرى ___ من سلطات محلية.
وكان بدأ بإصدار موسوعة حركة القوميين العرب و أخرى عن الأحزاب السياسية في العالم العربي,وكان بدأ بإصدار موسوعة حركة القوميين العرب و أخرى ___ عن الأحزاب السياسية في العالم العربي
الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ؟,الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ___؟
يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ؟,يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ___؟
من أجل الاستفادة.,من أجل الاستفادة ___
أمهم تلبس وتحضر الحفلات وتقوم بالزيارات وكذلك الأب.,أمهم تلبس وتحضر الحفلات وتقوم بالزيارات وكذلك الأب ___.
في المرة الأولى تساهلت معك ولكن الآن فلا,في المرة الأولى تساهلت معك ولكن الآن فلا ___
أما في حالة الموظفين الذين لا يملكون أي تغطية تأمينية من ذوي الأعمال يتم الحصول على خدمات تأمينية للموظفين وكذلك عائلتهم.,أما في حالة الموظفين الذين لا يملكون أي تغطية تأمينية من ذوي الأعمال يتم الحصول على خدمات تأمينية للموظفين وكذلك عائلتهم ___.
القبض على متهمين أثنين في بغداد و آخر في ميسان.,القبض على متهمين أثنين في بغداد و آخر ___ في ميسان.
الاحباط,الاحباط ___
المصابيح أو الشموع.,المصابيح أو الشموع ___
ردوا بأنهم لا يريدون مضيفن سوريين اما مضيفات فممكن,ردوا بأنهم لا يريدون مضيفن سوريين اما مضيفات فممكن ___
قررت أن أكتب تدوينات عديدة فيها ملخصات كتب قرأتها وأخرى عن بعض المناطق التي سافرت إليها,قررت أن أكتب تدوينات عديدة فيها ملخصات كتب قرأتها وأخرى عن بعض المناطق التي سافرت إليها ___
في الصالة الرياضية.,في الصالة الرياضية ___
فجمع عينات من تراب القمر، و أخرى من صخوره ومعادنه.,فجمع عينات من تراب القمر، و ___ أخرى من صخوره ومعادنه.
الحديد,الحديد ___
فالملائكة تنزل من السماء والشياطين أيضا.,فالملائكة تنزل من السماء والشياطين أيضا ___.
المواطنون غير راضون عن استيراد السيارات المستعملة التي يقل عمرها عن ثلاث سنوات ونحن أيضا.,المواطنون غير راضون عن استيراد السيارات المستعملة التي يقل عمرها عن ثلاث سنوات ونحن أيضا ___.
المحيط الهادئ,المحيط الهادئ ___
في السماء الليلية المظلمة.,في السماء الليلية المظلمة.
تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم وآخر عن النشاطات التي تقوم بها صحيفة الاعتدال,تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم وآخر ___ عن النشاطات التي تقوم بها صحيفة الاعتدال
في الكتب أو المواقع الرسمية.,في الكتب أو المواقع الرسمية ___
ناهيك عن مقال عن الريع الحزبي والنقابي والجمعوي و آخر عن الفرق بين المناضل والانتهازي,ناهيك عن مقال عن الريع الحزبي والنقابي والجمعوي و آخر عن الفرق بين المناضل والانتهازي ___
أفران التدفئة والمدافئ.,أفران التدفئة والمدافئ ___
قال السنوسي إنه في جلسات الاتهام طلب من القاضي أن يراجع الشهادات المقدمة بحقه لكنه رفض.,قال السنوسي إنه في جلسات الاتهام طلب من القاضي أن يراجع الشهادات المقدمة بحقه لكنه رفض ___.
وللعلم أن السوري يطبق ما طرحنا حين يستثمر خارجياً، أما داخلياً فلا.,وللعلم أن السوري يطبق ما طرحنا حين يستثمر خارجياً، أما داخلياً فلا ___.
أنا أشاهد الأخبار وهم الأفلام,أنا أشاهد الأخبار وهم ___ الأفلام
طلبنا منهم أن يكونوا جزءاً من لجنة الحوار لكنهم رفضوا.,طلبنا منهم أن يكونوا جزءاً من لجنة الحوار لكنهم رفضوا ___.
القمر,القمر ___
فيما أكمل قائمة الفائزين فائزٌ من ألمانيا و آخر من باكستان.,فيما أكمل قائمة الفائزين ___ فائزٌ من ألمانيا و آخر من باكستان.
هل يمكن الوقاية من السكر الوراثي قبل الاصابة به؟ و كيف ؟,هل يمكن الوقاية من السكر الوراثي قبل الاصابة به؟ و كيف ___؟
هم يزورون الشواطئ ونحن الجبال,هم يزورون الشواطئ ونحن ___ الجبال
بالتخييم ورحلات الهواء الطلق.,بالتخييم ورحلات الهواء الطلق ___
في المكتبات.,في المكتبات ___
شكرا سيدي الرئيس، صحيح أنها عدلت ولكن لماذا ؟,شكرا سيدي الرئيس، صحيح أنها عدلت ولكن لماذا ___؟
هل استطاعت بعض النساء العربيات التغلب على هذه العقبات؟ و كيف ؟,هل استطاعت بعض النساء العربيات التغلب على هذه العقبات؟ و كيف ___؟
ولا يخفي عليكم بأنها منطقة عشوائية وأخي الأكبر متزوج ويسكن بنفس العقار والأصغر كذلك.,ولا يخفي عليكم بأنها منطقة عشوائية وأخي الأكبر متزوج ويسكن بنفس العقار والأصغر كذلك ___.
ثم عاد الضيف بقصيدة عن ذكرى عبور السويس و أخرى عن الغزل,ثم عاد الضيف بقصيدة عن ذكرى عبور السويس و أخرى عن الغزل ___
نعم السودان يمكنه أن يحقق طفرات ولكن كيف ؟,نعم السودان يمكنه أن يحقق طفرات ولكن كيف ___؟
باريس,باريس ___
الأردن تحدها السعودية والعراق إيران,الأردن تحدها السعودية والعراق ___ إيران ___
فمن الواضح أن يسوع شفى الرجل تدريجيا، أو على مراحل. ولكن لماذا ؟,فمن الواضح أن يسوع شفى الرجل تدريجيا، أو على مراحل. ولكن لماذا ___؟
لم ترغب الزوجة السابقة في تسمية الوالد، ولكن لماذا ؟,لم ترغب الزوجة السابقة في تسمية الوالد، ولكن لماذا ___؟
الشباب يتسوقون من المواقع الإلكترونية ونحن من المتاجر التقليدية,الشباب يتسوقون من المواقع الإلكترونية ونحن ___ من المتاجر التقليدية
الإسبانية,الإسبانية ___
بالتعلم المستمر.,بالتعلم المستمر ___
أنا ألعب الشطرنج وهو بنك الحظ,أنا ألعب الشطرنج وهو ___ بنك الحظ
و ما هو سبب ظهور الأشياء المحرمة و المحظورات و هل تختلف المحظورات من منطقة لأخرى؟ و لماذا ؟,و ما هو سبب ظهور الأشياء المحرمة و المحظورات و هل تختلف المحظورات من منطقة لأخرى؟ و لماذا ___؟
كما أفادت تقارير بأن نجم فالنسيا الأسبق لديه عرضين من السعودية و آخر من الإمارات.,كما أفادت تقارير بأن نجم فالنسيا الأسبق لديه عرضين من السعودية و آخر من الإمارات ___.
أعلن مسؤول تركي رفيع المستوى من دون الكشف عن اسمه، الإثنين، أن السعودية أرسلت خبيراً في علم السموم، و آخر في الكيمياء لإخفاء الأدلة في جريمة قتل خاشقجي.,أعلن مسؤول تركي رفيع المستوى من دون الكشف عن اسمه، الإثنين، أن السعودية أرسلت خبيراً في علم السموم، و آخر في الكيمياء لإخفاء الأدلة في جريمة قتل خاشقجي ___.
في الأسواق والمحلات التجارية.,في الأسواق والمحلات التجارية ___
نعم نوفر التحويل عبر الراجح وكذلك ويسترن يونيون لباقي أنحاء العالم,نعم نوفر التحويل عبر الراجح وكذلك ويسترن يونيون لباقي أنحاء العالم ___
شكسبير,شكسبير ___
وتروي حياة طفلة فلسطينية تبلغ 10 سنوات في غزة ، و آخر من نفس العمر في الضفة الغربية.,وتروي حياة طفلة فلسطينية تبلغ 10 سنوات في غزة ___ ، و آخر من نفس العمر في الضفة الغربية ___ .
إذا أتى ابنك او ابنتك طالبا إياك بالموافقة على زواجهم من شخص مسلم وإنما ليس بعربي هل ستوافق و لماذا ؟,إذا أتى ابنك او ابنتك طالبا إياك بالموافقة على زواجهم من شخص مسلم وإنما ليس بعربي هل ستوافق و لماذا ___؟
أنا على يقين أنه سيحدث ذلك في يومٍ من الأيام ولكن متى ؟,أنا على يقين أنه سيحدث ذلك في يومٍ من الأيام ولكن متى ___؟
بناء على المخطط الذي وضع بأمر ملكي، فإن هناك مشاريع انتهى إنجازها، و أخرى في الطريق.,بناء على المخطط الذي وضع بأمر ملكي، فإن هناك مشاريع انتهى إنجازها ___، و أخرى في الطريق.
بتعليمهم أهميته.,بتعليمهم أهميته ___
دواء يستخدم في حالات ارتفاع ضغط الدم وكذلك حالات فشل القلب,دواء يستخدم في حالات ارتفاع ضغط الدم وكذلك حالات فشل القلب ___
بتنظيم وقتنا.,بتنظيم وقتنا ___
كذلك ما انفكت اسرائيل تهاجم وتقصف مدناً سورية و أخرى في الجنوب اللبناني.,كذلك ما انفكت اسرائيل تهاجم وتقصف مدناً سورية و ___ أخرى في الجنوب اللبناني.
المكونات الطازجة.,المكونات الطازجة ___
أنا أسافر إلى بيروت وهم إلى دمشق,أنا أسافر إلى بيروت وهم ___ إلى دمشق
فقالت هيلاري بصوت مليء بالثقه والإيمان: بل لا بد أن تخرج من هنا. ولكن كيف ؟,فقالت هيلاري بصوت مليء بالثقه والإيمان: بل لا بد أن تخرج من هنا. ولكن كيف ___؟
من خلال ما سبق هل كنت تتوقع ما أقرته بريطانيا و فرنسا في مؤتمر سان ريمو 1920 م ولماذا ؟,من خلال ما سبق هل كنت تتوقع ما أقرته بريطانيا و فرنسا في مؤتمر سان ريمو 1920 م ولماذا ___؟
القرض المحرم هو الذي يستغل حاجة الناس، أما البنك فلا.,القرض المحرم هو الذي يستغل حاجة الناس، أما البنك فلا ___.
الفضة,الفضة ___
بالمشاركة في الفعاليات الاجتماعية.,بالمشاركة في الفعاليات الاجتماعية ___
كان يريد أن أعمل لصالحهم لكنني رفضت.,كان يريد أن أعمل لصالحهم لكنني رفضت ___.
في الأعياد الوطنية.,في الأعياد الوطنية ___
أغسطس,أغسطس ___
أنا أكتب القصائد وهي الروايات,أنا أكتب القصائد وهي ___ الروايات
رأيت سجينا عن يميني وآخر عن شمال وآخر من خلفي,رأيت سجينا عن يميني وآخر ___ عن شمالي وآخر ___ من خلفي
الأردن تحدها سوريا والعراق تركيا,الأردن تحدها سوريا والعراق ___ تركيا ___
إن عض الأظافر يؤذي الأظافر نفسها وكذلك الأسنان.,إن عض الأظافر يؤذي الأظافر نفسها وكذلك الأسنان ___.
بتوفير المواد الدراسية.,بتوفير المواد الدراسية.___
اتخذنا قرارا لإنجاز ملعب في ورقلة و آخر في بشار.,اتخذنا قرارا لإنجاز ملعب في ورقلة و آخر ___ في بشار.
وقفت أتامله كان شكله جميل تمنيت لو اشتريته ولكن لماذا ؟,وقفت أتامله كان شكله جميل تمنيت لو اشتريته ولكن لماذا ___؟
الحزن,الحزن ___
الهيليوم,الهيليوم ___
هي التي يجب أن تسود العالم ، ولكن متى ؟,هي التي يجب أن تسود العالم ، ولكن متى ___؟
الديناصورات,الديناصورات ___
وتتعلق المواجهات الثلاثة الأخرى بمباراة من ربع النهائي و أخرى من نصف النهائي فضلا عن المباراة الترتيبية من أجل المركز الثالث.,وتتعلق المواجهات الثلاثة الأخرى بمباراة من ربع النهائي و أخرى من نصف النهائي فضلا عن المباراة الترتيبية من أجل المركز الثالث ___.
ولا تعتكف إلا إذا أمنت الفتنة، أما إذا لم تأمن الفتنة فلا.,ولا تعتكف إلا إذا أمنت الفتنة، أما إذا لم تأمن الفتنة فلا ___.
ولكن يكفل عالماً أفضل بالدرجة الأولى. ولكن كيف ؟,ولكن يكفل عالماً أفضل بالدرجة الأولى. ولكن كيف ___؟
في المكتبة أو المعرض.,في المكتبة أو المعرض ___.
في الأعياد.,في الأعياد ___
بتنظيفها بانتظام.,بتنظيفها بانتظام ___.
الأردن تقع جنوب سوريا ولبنان شمالها,الأردن تقع جنوب سوريا ولبنان شمالها ___
في حالات السفر البعيد.,في حالات السفر البعيد.
"فيما أن هناك أسيرا مضربا في سجن النقب ، و آخر في سجن "" هداريم "".","فيما أن هناك أسيرا مضربا في سجن النقب ___، و آخر في سجن "" هداريم "" ___ ."
كان المرور ينزل ويقوم بحملات ضد هذه السيارات قبل الثورة، أما الان فلا.,كان المرور ينزل ويقوم بحملات ضد هذه السيارات قبل الثورة، أما الان فلا ___.
انا انام فوق السرير وهم بالارض,انا انام فوق السرير وهم ___ بالارض
أنا أدرس الجغرافيا وهو التاريخ,أنا أدرس الجغرافيا وهو ___ التاريخ
هل من الممكن نقل البيض إلى حوض آخر؟ و كيف ؟,هل من الممكن نقل البيض إلى حوض آخر؟ و كيف ___؟
لإنجاز المهام والمشروعات.,لإنجاز المهام والمشروعات ___
في حال تلقى عرضا من مانشستر سيتي ودفعوا ثمن الصفقة ، سأوافق على الفور فاللاعبين يشعرون بالإحباط وكذلك الجماهير.,في حال تلقى عرضا من مانشستر سيتي ودفعوا ثمن الصفقة ، سأوافق على الفور ___ فاللاعبين يشعرون بالإحباط وكذلك الجماهير.
لم يُحاكَم أي أحد. واليوم يستمر الجلّادون، وكذلك رؤساؤهم.,لم يُحاكَم أي أحد. واليوم يستمر الجلّادون، وكذلك رؤساؤهم ___.
ويعيش بهذه المدينة بعض الأتراك والألمان أيضا.,ويعيش بهذه المدينة بعض الأتراك والألمان أيضا ___.
يجب أن انتقل إلى شقتي! ولكن كيف ؟,يجب أن انتقل إلى شقتي! ولكن كيف ___؟
القاضي يمكن أن يكون حدسياً، أما المحقق فلا.,القاضي يمكن أن يكون حدسياً، أما المحقق فلا ___.
هناك جلسة مهمة عن استراتيجيات التواصل مع الإدارة الاميركية و أخرى عن العمل مع المشترعين الأمريكيين,هناك جلسة مهمة عن استراتيجيات التواصل مع الإدارة الاميركية و أخرى عن العمل مع المشترعين الأمريكيين ___
فالمرأة إنسانٌ راشدٌ، ومسؤولة عن أفعالها بشكل كامل والرجل كذلك.,فالمرأة إنسانٌ راشدٌ، ومسؤولة عن أفعالها بشكل كامل والرجل كذلك ___.
والآن تخرج زوجي ولكنني لازلت أدرس وكذلك أولادي.,والآن تخرج زوجي ولكنني لازلت أدرس وكذلك أولادي ___.
الكاميرات والعدسات.,الكاميرات والعدسات ___
ستقام المباراة النهائية على أرض محايدة في حالة تأهل فريق من مصر و آخر من المغرب من نصف النهائي.,ستقام المباراة النهائية على أرض محايدة في حالة تأهل فريق من مصر و آخر من المغرب من نصف النهائي ___.
أنا أقرأ الكتب وهي الجرائد,أنا أقرأ الكتب وهي ___ الجرائد
نحن نأكل في المطعم وهم في البيت,نحن نأكل في المطعم وهم ___ في البيت
الاحتلال يعتقل مواطنا ونجليه من يطا و آخر من الخليل.,الاحتلال يعتقل مواطنا ونجليه من يطا و آخر من الخليل ___.
ستقع في مشاكل كل يوم بسبب الصلة بإسرائيل، فقال ولكن لماذا ؟,ستقع في مشاكل كل يوم بسبب الصلة بإسرائيل، فقال ولكن لماذا ___؟
ثم عاد الضيف بقصيدة عن ذكرى عبور السويس وأخرى عن الغزل,ثم عاد الضيف بقصيدة عن ذكرى عبور السويس وأخرى عن الغزل ___
النيل,النيل ___
في الأدراج والخزائن.,في الأدراج والخزائن ___
المشتري,المشتري ___
من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ووجب اصلاحه، ولكن كيف ؟,من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ووجب اصلاحه، ولكن كيف ___؟
أوصلت صديقي إلى منزله و أختي إلى عملها,أوصلت صديقي إلى منزله و أختي إلى عملها ___
إيفرست,إيفرست ___
في جميع الأوقات.,في جميع الأوقات ___
والرجل يهتدي لمسؤولياته كرجل بفطرته السوية، وكذلك المرأة.,والرجل يهتدي لمسؤولياته كرجل بفطرته السوية، وكذلك المرأة ___.
بعد أن أصبح غنياً وسوف أعمل للاسلام بعد أن أتفرغ من المشاكل. ولكن متى ؟,بعد أن أصبح غنياً وسوف أعمل للاسلام بعد أن أتفرغ من المشاكل. ولكن متى ___؟
أنا أدرس الكيمياء وهو البيولوجيا,أنا أدرس الكيمياء وهو ___ يدرس البيولوجيا
في الشركات والمؤسسات.,في الشركات والمؤسسات ___
موسكو,موسكو ___
باختيار وظيفة مناسبة.,باختيار وظيفة مناسبة ___
علي لا يقدر أن يأتي إلى الحفلة، ولكن عمر يقدر,علي لا يقدر أن يأتي إلى الحفلة، ولكن عمر يقدر ___
إبريل,إبريل ___
البطريق,البطريق ___
سنبقى هكذا حتى يتوحدوا ويحسموا أمرهم ولكن متى ؟,سنبقى هكذا حتى يتوحدوا ويحسموا أمرهم ولكن متى ___؟
ولن تحصل على هوية بأقل ، وأظنك حاولت ، ألم تحاول ؟,ولن تحصل على هوية بأقل ، وأظنك حاولت ، ألم تحاول ___؟
عمر يمكنه شراء سيارة، وحسن أيضا يستطيع,عمر يمكنه شراء سيارة، وحسن أيضا يستطيع ___
بتعزيز اللياقة البدنية.,بتعزيز اللياقة البدنية ___
عثمان بن أرطغرل,عثمان بن أرطغرل ___
أتعلم ياعادل أريد أن أكون من أنصاره ؛ ؛ ولكن كيف ؟,أتعلم ياعادل أريد أن أكون من أنصاره ؛ ؛ ولكن كيف ___؟
السبوع,السبوع ___
تحدثنا بإيجاز عن توجيه دعوات إلى عمان والسودان والمغرب والسلطة الفلسطينية ربما، وكذلك إلى المملكة العربية السعودية والأردن,تحدثنا بإيجاز عن توجيه دعوات إلى عمان والسودان والمغرب والسلطة الفلسطينية ربما، وكذلك إلى المملكة العربية السعودية والأردن ___
القلق,القلق ___
تي إس إليوت,تي إس إليوت ___
قبل النوم.,قبل النوم ___
سافروا إلى عدة مدن ساحلية وهو إلى المناطق الجبلية,سافروا إلى عدة مدن ساحلية وهو ___ إلى المناطق الجبلية
أصفر,أصفر ___
الأردن تشتهر بالثوب البدوي والسعودية بالثوب العربي,الأردن تشتهر بالثوب البدوي والسعودية ___ بالثوب العربي
طلب منها أن تتزوجه ، لكنها رفضت.,طلب منها أن تتزوجه ، لكنها رفضت ___.
وسجل رونالدو هدفاً من ركلة جزاء و آخر من ركلة حرة.,وسجل رونالدو هدفاً من ركلة جزاء و آخر من ركلة حرة ___.
حرية التعبير,حرية التعبير ___
باستخدام كلمات مرور قوية.,باستخدام كلمات مرور قوية ___
نجيب محفوظ,نجيب محفوظ ___
يُضاف إليهم عنصر في القوات المسلحة الكونغولية و آخر في الجيش الرواندي.,يُضاف إليهم عنصر في القوات المسلحة الكونغولية و آخر في الجيش الرواندي ___.
منهم من يعمل ويستلم راتب وكذلك رشاوي,منهم من يعمل ويستلم راتب وكذلك ___ رشاوي
متى حدثت معركة ذات السواري و أين ؟,متى حدثت معركة ذات السواري و أين ___؟
ماو تسي تونغ,ماو تسي تونغ ___
عرض فيلم وثائقي عن المملكة والعلاقة التاريخية مع إيطاليا و آخر عن تأسيس مدينة روما,عرض فيلم وثائقي عن المملكة والعلاقة التاريخية مع إيطاليا و آخر عن تأسيس مدينة روما ___
أنا أسافر إلى باريس وهم إلى لندن,أنا أسافر إلى باريس وهم ___ إلى لندن
هي ظاهرة انتشرت في مجتمعنا في السنوات القليلة الأخيرة. كيف و لما ؟,هي ظاهرة انتشرت في مجتمعنا في السنوات القليلة الأخيرة. كيف ___ و لما ___؟
بالتنظيف اليومي.,بالتنظيف اليومي ___
سيكتب السكرتير التقرير التفصيلي للمشروع وأنت الملخص التنفيذي.,سيكتب السكرتير التقرير التفصيلي للمشروع وأنت ___ الملخص التنفيذي.
لويس الخامس عشر,لويس الخامس عشر ___
هل تأمل بالعودة للجزائر و متى ؟,هل تأمل بالعودة للجزائر و متى ___؟
باستخدام الكلمات والعبارات المناسبة.,باستخدام الكلمات والعبارات المناسبة ___
لا يمكن الإدلاء بالرأي حتى تتكشف خيوط هذي العملية الإرهابية حتى يمكن القول لماذا مثل هذه العمل حدث و كيف ؟,لا يمكن الإدلاء بالرأي حتى تتكشف خيوط هذي العملية الإرهابية حتى يمكن القول لماذا مثل هذه العمل حدث و كيف ___؟
بالتعرف على الثقافات المختلفة.,بالتعرف على الثقافات المختلفة ___
فهل نحاسب انفسنا؟! وحتى لو كنا نحاسبها فكيف ؟ و لماذا ؟,فهل نحاسب انفسنا؟! وحتى لو كنا نحاسبها فكيف ___ ؟ و لماذا ___ ؟
من خلال الحوافز.,من خلال الحوافز ___
لن تستطيع مملكة الشر أن تقلل من قيمة السوريين مهما حاولت.,لن تستطيع مملكة الشر أن تقلل من قيمة السوريين مهما حاولت ___ .
المجتمع يهتم الناس والشركات بأموالهم,المجتمع يهتم ___ الناس والشركات بأموالهم
هم يلعبون كرة السلة ونحن كرة القدم,هم يلعبون كرة السلة ونحن ___ كرة القدم
محمد يستطيع أن يذهب بمفرده، حتى محمود يستطيع,محمد يستطيع أن يذهب بمفرده، حتى محمود يستطيع ___
