sentence,label
الفندق مريح جداً وفخم والموقع ممتاز وقريب من السنتر وكذلك من البحيرة والميناء الرئيسي للسفر,الفندق مريح جداً وفخم والموقع ممتاز وقريب من السنتر وكذلك ___ من البحيرة والميناء الرئيسي للسفر
نحن نشاهد التلفاز وهم السينما,نحن نشاهد التلفاز وهم ___ السينما
هل واجهتِ صعوبات في مسيرتك الرياضية؟ وكيف ؟,هل واجهتِ صعوبات في مسيرتك الرياضية؟ وكيف ___؟
بالمحافظة على التقاليد والعادات.,___ بالمحافظة على التقاليد والعادات.
بمناقشة الأفكار والآراء.,بمناقشة الأفكار والآراء ___ .
توجيههم وتعليمهم القيم الصحيحة.,توجيههم ___ وتعليمهم القيم الصحيحة.
"فقال: ""إن العالم يعاملني معاملة طيبة، أما الناس الذين فيه فلا "".","فقال: ""إن العالم يعاملني معاملة طيبة، أما الناس الذين فيه فلا ___""."
في الأسواق.,في الأسواق.
بالسقاية والتسميد.,بالسقاية ___ والتسميد ___.
ويقول العلماء ان السؤال ليس هل سيحدث ذلك ولكن متى ؟,ويقول العلماء ان السؤال ليس هل سيحدث ذلك ولكن ___ متى ؟
الأوكسجين,الأوكسجين
شاهدنا مسرحية ماكبث في مسرح الجامعة و الفيلم في السينما.,شاهدنا مسرحية ماكبث في مسرح الجامعة و ___ الفيلم في السينما.
يختار كل منهم صورة فوتوغرافية تعبر عن الحرب و أخرى عن السلام,يختار كل منهم صورة فوتوغرافية تعبر عن الحرب و ___ أخرى عن السلام
في دور السينما.,في دور السينما.
وكان يقدمها لنا أستاذ في الأدب العربي، مع العلم أنه لا يعرفني وأنا كذلك.,وكان يقدمها لنا أستاذ في الأدب العربي، مع العلم أنه لا يعرفني وأنا ___ لا أعرفه.
لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل كذلك.,لأن المرأة عبر التاريخ استخدمت كأداة لوظائف محددة والرجل ___ كذلك.
نعم القرآن يدل على أن الأمر توجه إلى إبليس كما قد توجه إلى الملائكة ، ولكن لماذا ؟,نعم القرآن يدل على أن الأمر توجه إلى إبليس كما قد توجه إلى الملائكة ___ ، ولكن لماذا ؟
في اليوم الحادي والعشرين من شهر مارس.,في اليوم الحادي والعشرين من شهر مارس.
المسافر يفطر نعم ولكن متى ؟,المسافر يفطر نعم ولكن متى ___؟
بزيادة الرواتب وتوفير المزايا.,بزيادة الرواتب ___ وتوفير المزايا.
أنا أحب السباحة وهي التزلج,أنا أحب السباحة وهي ___ التزلج
إن موضوع شكل العبادة إنما يعمل الفرق عندنا نحن، أما عند الله فلا.,إن موضوع شكل العبادة إنما يعمل الفرق عندنا نحن، أما عند الله فلا __.
ما هو الدليل بأنها نزلت في أحد من بني أمية. و هل العبوس ينافي العصمة و لماذا ؟,ما هو الدليل بأنها نزلت في أحد من بني أمية. و هل العبوس ينافي العصمة و لماذا ___ ؟
هل تؤيد قيادة المرأة للسيارة و لماذا ؟,هل تؤيد قيادة المرأة للسيارة ___ و لماذا ؟
نقدّم 36 برنامجاً من بينها برامج بلغات أجنبية و أخرى من السعودية وتونس والسودان والمغرب.,نقدّم 36 برنامجاً من بينها برامج بلغات أجنبية و أخرى ___ من السعودية وتونس والسودان والمغرب.
في الحدائق والملاعب.,في الحدائق ___ والملاعب.
فالدكتور لن يكون دكتورًا إلا عندما يجتاز عددًا معينًا من الساعات، وكذلك الممرض.,فالدكتور لن يكون دكتورًا إلا عندما يجتاز عددًا معينًا من الساعات، وكذلك الممرض ___ .
لأن معالي المحافظ لم يذكر لنا مبررات تراجع العقارات أو الإيجارات فقد حذر المستثمرين بأنها ستتراجع ولكن لماذا ؟,لأن معالي المحافظ لم يذكر لنا مبررات تراجع العقارات أو الإيجارات فقد حذر المستثمرين بأنها ستتراجع ولكن لماذا ___ ؟
وهؤلاء يؤمنون بالقرآن فقط ولكن السنة فلا,وهؤلاء يؤمنون بالقرآن فقط ولكن ___ السنة فلا
نحن نلعب في الحديقة وهم في الصالة الرياضية,نحن نلعب في الحديقة وهم ___ في الصالة الرياضية
وإن تعددت الروايات من حولها فلا بد أن يأتي ذلك اليوم، ولكن متى ؟,وإن تعددت الروايات من حولها فلا بد أن يأتي ذلك اليوم، ولكن متى ___؟
هي طلبت فراخ وأنا لحم,هي طلبت فراخ وأنا ___ لحم
اثنان,اثنان ___
كما أكدت الشركة أنها تلقت ما بين أربعة إلى خمسة آلاف طلب من الحكومة الاتحادية الأميركية و أخرى من سلطات محلية.,كما أكدت الشركة أنها تلقت ما بين أربعة إلى خمسة آلاف طلب من الحكومة الاتحادية الأميركية و ___ أخرى من سلطات محلية.
وكان بدأ بإصدار موسوعة حركة القوميين العرب و أخرى عن الأحزاب السياسية في العالم العربي,وكان بدأ بإصدار موسوعة حركة القوميين العرب ___ و أخرى عن الأحزاب السياسية في العالم العربي
الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ؟,الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ___ ؟
يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ؟,يحق لإحدى الدولتين أن تفرضها على الحقل، ولكن متى ___؟
من أجل الاستفادة.,من أجل ___ الاستفادة.
أمهم تلبس وتحضر الحفلات وتقوم بالزيارات وكذلك الأب.,أمهم تلبس وتحضر الحفلات وتقوم بالزيارات وكذلك الأب __.
في المرة الأولى تساهلت معك ولكن الآن فلا,في المرة الأولى تساهلت معك ولكن الآن فلا ___
أما في حالة الموظفين الذين لا يملكون أي تغطية تأمينية من ذوي الأعمال يتم الحصول على خدمات تأمينية للموظفين وكذلك عائلتهم.,أما في حالة الموظفين الذين لا يملكون أي تغطية تأمينية من ذوي الأعمال ___ يتم الحصول على خدمات تأمينية للموظفين وكذلك عائلتهم.
القبض على متهمين أثنين في بغداد و آخر في ميسان.,القبض على متهمين أثنين في بغداد و ___ آخر في ميسان.
الاحباط,الاحباط
المصابيح أو الشموع.,المصابيح أو ___ الشموع.
ردوا بأنهم لا يريدون مضيفن سوريين اما مضيفات فممكن,ردوا بأنهم لا يريدون مضيفيـن سوريين أما مضيفات فممكن ___ سوريــات
قررت أن أكتب تدوينات عديدة فيها ملخصات كتب قرأتها وأخرى عن بعض المناطق التي سافرت إليها,قررت أن أكتب تدوينات عديدة فيها ملخصات كتب قرأتها وأخرى ___ عن بعض المناطق التي سافرت إليها
في الصالة الرياضية.,في الصالة الرياضية.
فجمع عينات من تراب القمر، و أخرى من صخوره ومعادنه.,فجمع عينات من تراب القمر، و ___ أخرى من صخوره ومعادنه.
الحديد,الحديد
فالملائكة تنزل من السماء والشياطين أيضا.,فالملائكة تنزل من السماء والشياطين ___ أيضا.
المواطنون غير راضون عن استيراد السيارات المستعملة التي يقل عمرها عن ثلاث سنوات ونحن أيضا.,المواطنون غير راضون عن استيراد السيارات المستعملة التي يقل عمرها عن ثلاث سنوات ونحن أيضا ___ .
المحيط الهادئ,المحيط الهادئ
في السماء الليلية المظلمة.,في السماء الليلية المظلمة.
تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم وآخر عن النشاطات التي تقوم بها صحيفة الاعتدال,تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم وآخر ___ عن النشاطات التي تقوم بها صحيفة الاعتدال
في الكتب أو المواقع الرسمية.,في الكتب ___ أو المواقع الرسمية.
ناهيك عن مقال عن الريع الحزبي والنقابي والجمعوي و آخر عن الفرق بين المناضل والانتهازي,ناهيك عن مقال عن الريع الحزبي والنقابي والجمعوي و ___ آخر عن الفرق بين المناضل والانتهازي
أفران التدفئة والمدافئ.,أفران التدفئة ___ والمدافئ ___.
قال السنوسي إنه في جلسات الاتهام طلب من القاضي أن يراجع الشهادات المقدمة بحقه لكنه رفض.,قال السنوسي إنه في جلسات الاتهام طلب من القاضي أن يراجع الشهادات المقدمة بحقه لكنه ___ رفض.
وللعلم أن السوري يطبق ما طرحنا حين يستثمر خارجياً، أما داخلياً فلا.,وللعلم أن السوري يطبق ما طرحنا حين يستثمر خارجياً، أما داخلياً فلا ___ .
أنا أشاهد الأخبار وهم الأفلام,أنا أشاهد الأخبار وهم ___ الأفلام
طلبنا منهم أن يكونوا جزءاً من لجنة الحوار لكنهم رفضوا.,طلبنا منهم أن يكونوا جزءاً من لجنة الحوار لكنهم ___ رفضوا.
القمر,القمر
فيما أكمل قائمة الفائزين فائزٌ من ألمانيا و آخر من باكستان.,فيما أكمل قائمة الفائزين فائزٌ من ألمانيا و ___ آخر من باكستان.
هل يمكن الوقاية من السكر الوراثي قبل الاصابة به؟ و كيف ؟,هل يمكن الوقاية من السكر الوراثي قبل الاصابة به ___؟ و كيف ___؟
هم يزورون الشواطئ ونحن الجبال,هم يزورون الشواطئ ونحن ___ الجبال
بالتخييم ورحلات الهواء الطلق.,___ بالتخييم ورحلات الهواء الطلق.
في المكتبات.,في المكتبات.
شكرا سيدي الرئيس، صحيح أنها عدلت ولكن لماذا ؟,شكرا سيدي الرئيس، صحيح أنها عدلت ___ ولكن لماذا ؟
هل استطاعت بعض النساء العربيات التغلب على هذه العقبات؟ و كيف ؟,هل استطاعت بعض النساء العربيات التغلب على هذه العقبات؟ و كيف ___؟
ولا يخفي عليكم بأنها منطقة عشوائية وأخي الأكبر متزوج ويسكن بنفس العقار والأصغر كذلك.,ولا يخفي عليكم بأنها منطقة عشوائية وأخي الأكبر متزوج ويسكن بنفس العقار والأصغر كذلك ___
ثم عاد الضيف بقصيدة عن ذكرى عبور السويس و أخرى عن الغزل,ثم عاد الضيف بقصيدة عن ذكرى عبور السويس و أخرى ___ عن الغزل
نعم السودان يمكنه أن يحقق طفرات ولكن كيف ؟,نعم السودان يمكنه أن يحقق طفرات ولكن كيف ___ ؟
باريس,باريس
الأردن تحدها السعودية والعراق إيران,الأردن تحدها السعودية والعراق ___ إيران
فمن الواضح أن يسوع شفى الرجل تدريجيا، أو على مراحل. ولكن لماذا ؟,فمن الواضح أن يسوع شفى الرجل تدريجيا، أو على مراحل __. ولكن لماذا ؟
لم ترغب الزوجة السابقة في تسمية الوالد، ولكن لماذا ؟,لم ترغب الزوجة السابقة في تسمية الوالد، ولكن لماذا ___ ؟
الشباب يتسوقون من المواقع الإلكترونية ونحن من المتاجر التقليدية,الشباب يتسوقون من المواقع الإلكترونية ونحن ___ من المتاجر التقليدية
الإسبانية,الإسبانية
بالتعلم المستمر.,بالتعلم المستمر.
أنا ألعب الشطرنج وهو بنك الحظ,أنا ألعب الشطرنج وهو ___ بنك الحظ
و ما هو سبب ظهور الأشياء المحرمة و المحظورات و هل تختلف المحظورات من منطقة لأخرى؟ و لماذا ؟,و ما هو سبب ظهور الأشياء المحرمة و المحظورات و هل تختلف المحظورات من منطقة لأخرى؟ و لماذا ___ ؟
كما أفادت تقارير بأن نجم فالنسيا الأسبق لديه عرضين من السعودية و آخر من الإمارات.,كما أفادت تقارير بأن نجم فالنسيا الأسبق لديه عرضين من السعودية و ___ آخر من الإمارات.
أعلن مسؤول تركي رفيع المستوى من دون الكشف عن اسمه، الإثنين، أن السعودية أرسلت خبيراً في علم السموم، و آخر في الكيمياء لإخفاء الأدلة في جريمة قتل خاشقجي.,أعلن مسؤول تركي رفيع المستوى من دون الكشف عن اسمه، الإثنين، أن السعودية أرسلت خبيراً في علم السموم، و___ آخر في الكيمياء لإخفاء الأدلة في جريمة قتل خاشقجي.
في الأسواق والمحلات التجارية.,في الأسواق ___ والمحلات التجارية.
نعم نوفر التحويل عبر الراجح وكذلك ويسترن يونيون لباقي أنحاء العالم,نعم نوفر التحويل عبر الراجحي وكذلك ___ ويسترن يونيون لباقي أنحاء العالم
شكسبير,شكسبير
وتروي حياة طفلة فلسطينية تبلغ 10 سنوات في غزة ، و آخر من نفس العمر في الضفة الغربية.,وتروي حياة طفلة فلسطينية تبلغ 10 سنوات في غزة ، و ___ آخر من نفس العمر في الضفة الغربية.
إذا أتى ابنك او ابنتك طالبا إياك بالموافقة على زواجهم من شخص مسلم وإنما ليس بعربي هل ستوافق و لماذا ؟,إذا أتى ابنك او ابنتك طالبا إياك بالموافقة على زواجهم من شخص مسلم وإنما ليس بعربي ___ هل ستوافق و لماذا ؟
أنا على يقين أنه سيحدث ذلك في يومٍ من الأيام ولكن متى ؟,أنا على يقين أنه سيحدث ذلك في يومٍ من الأيام ولكن متى ___؟
بناء على المخطط الذي وضع بأمر ملكي، فإن هناك مشاريع انتهى إنجازها، و أخرى في الطريق.,بناء على المخطط الذي وضع بأمر ملكي، فإن هناك مشاريع انتهى إنجازها، و أخرى ___ في الطريق.
بتعليمهم أهميته.,بتعليمهم ___ أهميته.
دواء يستخدم في حالات ارتفاع ضغط الدم وكذلك حالات فشل القلب,دواء يستخدم في حالات ارتفاع ضغط الدم وكذلك ___ حالات فشل القلب
بتنظيم وقتنا.,بتنظيم ___ وقتنا.
كذلك ما انفكت اسرائيل تهاجم وتقصف مدناً سورية و أخرى في الجنوب اللبناني.,كذلك ما انفكت اسرائيل تهاجم وتقصف مدناً سورية و ___ أخرى في الجنوب اللبناني.
المكونات الطازجة.,المكونات الطازجة.
أنا أسافر إلى بيروت وهم إلى دمشق,أنا أسافر إلى بيروت وهم ___ إلى دمشق
فقالت هيلاري بصوت مليء بالثقه والإيمان: بل لا بد أن تخرج من هنا. ولكن كيف ؟,فقالت هيلاري بصوت مليء بالثقه والإيمان: بل لا بد أن تخرج من هنا. ولكن كيف ___؟
من خلال ما سبق هل كنت تتوقع ما أقرته بريطانيا و فرنسا في مؤتمر سان ريمو 1920 م ولماذا ؟,من خلال ما سبق هل كنت تتوقع ___ ما أقرته بريطانيا و فرنسا في مؤتمر سان ريمو 1920 م ولماذا ؟
القرض المحرم هو الذي يستغل حاجة الناس، أما البنك فلا.,القرض المحرم هو الذي يستغل حاجة الناس، أما البنك فلا ___ يستغل حاجة الناس.
الفضة,الفضة
بالمشاركة في الفعاليات الاجتماعية.,بالمشاركة ___ في الفعاليات الاجتماعية.
كان يريد أن أعمل لصالحهم لكنني رفضت.,كان يريد أن ___ أعمل لصالحهم لكنني رفضت.
في الأعياد الوطنية.,في الأعياد الوطنية.
أغسطس,أغسطس
أنا أكتب القصائد وهي الروايات,أنا أكتب القصائد وهي ___ الروايات
رأيت سجينا عن يميني وآخر عن شمال وآخر من خلفي,رأيت سجينا عن يميني وآخر ___ عن شمال وآخر ___ من خلفي
الأردن تحدها سوريا والعراق تركيا,الأردن تحدها سوريا والعراق ___ تركيا
إن عض الأظافر يؤذي الأظافر نفسها وكذلك الأسنان.,إن عض الأظافر يؤذي الأظافر نفسها وكذلك ___ الأسنان.
بتوفير المواد الدراسية.,بتوفير ___ المواد الدراسية.
اتخذنا قرارا لإنجاز ملعب في ورقلة و آخر في بشار.,اتخذنا قرارا لإنجاز ملعب في ورقلة و ___ آخر في بشار.
وقفت أتامله كان شكله جميل تمنيت لو اشتريته ولكن لماذا ؟,وقفت أتامله كان شكله جميل تمنيت لو اشتريته ولكن لماذا ___؟
الحزن,الحزن
الهيليوم,الهيليوم
هي التي يجب أن تسود العالم ، ولكن متى ؟,هي التي يجب أن تسود العالم ، ولكن متى ___؟
الديناصورات,الديناصورات
وتتعلق المواجهات الثلاثة الأخرى بمباراة من ربع النهائي و أخرى من نصف النهائي فضلا عن المباراة الترتيبية من أجل المركز الثالث.,وتتعلق المواجهات الثلاثة الأخرى بمباراة من ربع النهائي و أخرى ___ من نصف النهائي فضلا عن المباراة الترتيبية من أجل المركز الثالث.
ولا تعتكف إلا إذا أمنت الفتنة، أما إذا لم تأمن الفتنة فلا.,ولا تعتكف إلا إذا أمنت الفتنة، أما إذا لم تأمن الفتنة فلا ___
ولكن يكفل عالماً أفضل بالدرجة الأولى. ولكن كيف ؟,ولكن يكفل ___ عالماً أفضل بالدرجة الأولى. ولكن كيف ؟
في المكتبة أو المعرض.,في المكتبة ___ أو المعرض.
في الأعياد.,في الأعياد.
بتنظيفها بانتظام.,بتنظيفها ___ بانتظام.
الأردن تقع جنوب سوريا ولبنان شمالها,الأردن تقع جنوب سوريا ولبنان ___ شمالها
في حالات السفر البعيد.,في حالات ___ السفر البعيد.
"فيما أن هناك أسيرا مضربا في سجن النقب ، و آخر في سجن "" هداريم "".","فيما أن هناك أسيرا مضربا في سجن النقب ، و آخر ___ في سجن "" هداريم ""."
كان المرور ينزل ويقوم بحملات ضد هذه السيارات قبل الثورة، أما الان فلا.,كان المرور ينزل ويقوم بحملات ضد هذه السيارات قبل الثورة، أما الان فلا ___
انا انام فوق السرير وهم بالارض,انا انام فوق السرير وهم ___ بالارض
أنا أدرس الجغرافيا وهو التاريخ,أنا أدرس الجغرافيا وهو ___ يدرس ___ التاريخ
هل من الممكن نقل البيض إلى حوض آخر؟ و كيف ؟,هل من الممكن نقل البيض إلى حوض آخر؟ و كيف ___؟
لإنجاز المهام والمشروعات.,لإنجاز المهام ___ والمشروعات.
في حال تلقى عرضا من مانشستر سيتي ودفعوا ثمن الصفقة ، سأوافق على الفور فاللاعبين يشعرون بالإحباط وكذلك الجماهير.,في حال تلقى عرضا من مانشستر سيتي ودفعوا ثمن الصفقة ___ ، سأوافق على الفور فاللاعبين يشعرون بالإحباط وكذلك الجماهير.
لم يُحاكَم أي أحد. واليوم يستمر الجلّادون، وكذلك رؤساؤهم.,لم يُحاكَم أي أحد. واليوم يستمر الجلّادون، وكذلك ___ رؤساؤهم.
ويعيش بهذه المدينة بعض الأتراك والألمان أيضا.,ويعيش بهذه المدينة ___ بعض الأتراك والألمان أيضا.
يجب أن انتقل إلى شقتي! ولكن كيف ؟,يجب أن انتقل إلى شقتي! ولكن كيف ___؟
القاضي يمكن أن يكون حدسياً، أما المحقق فلا.,القاضي يمكن أن يكون حدسياً، أما المحقق فلا ___ يكون حدسياً.
هناك جلسة مهمة عن استراتيجيات التواصل مع الإدارة الاميركية و أخرى عن العمل مع المشترعين الأمريكيين,هناك جلسة مهمة عن استراتيجيات التواصل مع الإدارة الاميركية و أخرى عن ___ العمل مع المشترعين الأمريكيين
فالمرأة إنسانٌ راشدٌ، ومسؤولة عن أفعالها بشكل كامل والرجل كذلك.,فالمرأة إنسانٌ راشدٌ، ومسؤولة عن أفعالها بشكل كامل والرجل كذلك ___ .
والآن تخرج زوجي ولكنني لازلت أدرس وكذلك أولادي.,والآن تخرج زوجي ولكنني لازلت أدرس وكذلك أولادي ___.
الكاميرات والعدسات.,الكاميرات ___ والعدسات.
ستقام المباراة النهائية على أرض محايدة في حالة تأهل فريق من مصر و آخر من المغرب من نصف النهائي.,ستقام المباراة النهائية على أرض محايدة في حالة تأهل فريق من مصر و ___ آخر من المغرب من نصف النهائي.
أنا أقرأ الكتب وهي الجرائد,أنا أقرأ الكتب وهي ___ الجرائد
نحن نأكل في المطعم وهم في البيت,نحن نأكل في المطعم وهم ___ في البيت
الاحتلال يعتقل مواطنا ونجليه من يطا و آخر من الخليل.,الاحتلال يعتقل مواطنا ونجليه من يطا و ___ آخر من الخليل.
ستقع في مشاكل كل يوم بسبب الصلة بإسرائيل، فقال ولكن لماذا ؟,ستقع في مشاكل كل يوم بسبب الصلة بإسرائيل، فقال ___ ولكن لماذا ؟
ثم عاد الضيف بقصيدة عن ذكرى عبور السويس وأخرى عن الغزل,ثم عاد الضيف بقصيدة عن ذكرى عبور السويس وأخرى ___ عن الغزل
النيل,النيل
في الأدراج والخزائن.,في الأدراج ___ والخزائن ___.
المشتري,المشتري
من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ووجب اصلاحه، ولكن كيف ؟,من حيث المبدأ الدعم بشكله الحالي فيه إهدار كبير ويستفيد منه ميسور الحال أكثر من المحتاج ___ ووجب اصلاحه، ولكن كيف ؟
أوصلت صديقي إلى منزله و أختي إلى عملها,أوصلت صديقي إلى منزله و ___ أختي إلى عملها
إيفرست,إيفرست
في جميع الأوقات.,في جميع الأوقات.
والرجل يهتدي لمسؤولياته كرجل بفطرته السوية، وكذلك المرأة.,والرجل يهتدي لمسؤولياته كرجل بفطرته السوية، وكذلك المرأة __يهتدي لمسؤولياتها كامرأة بفطرتها السوية__ .
بعد أن أصبح غنياً وسوف أعمل للاسلام بعد أن أتفرغ من المشاكل. ولكن متى ؟,بعد أن أصبح غنياً ___ وسوف أعمل للاسلام بعد أن أتفرغ من المشاكل. ولكن متى ؟
أنا أدرس الكيمياء وهو البيولوجيا,أنا أدرس الكيمياء وهو ___ البيولوجيا
في الشركات والمؤسسات.,في الشركات والمؤسسات ___.
موسكو,موسكو
باختيار وظيفة مناسبة.,باختيار ___ وظيفة مناسبة.
علي لا يقدر أن يأتي إلى الحفلة، ولكن عمر يقدر,علي لا يقدر أن يأتي إلى الحفلة، ولكن عمر يقدر __ أن يأتي إلى الحفلة __
إبريل,إبريل
البطريق,البطريق
سنبقى هكذا حتى يتوحدوا ويحسموا أمرهم ولكن متى ؟,سنبقى هكذا حتى يتوحدوا ويحسموا أمرهم ولكن متى ___؟
ولن تحصل على هوية بأقل ، وأظنك حاولت ، ألم تحاول ؟,ولن تحصل على هوية بأقل ___، وأظنك حاولت ___، ألم تحاول ___؟
عمر يمكنه شراء سيارة، وحسن أيضا يستطيع,عمر يمكنه شراء سيارة، وحسن أيضا يستطيع ___
بتعزيز اللياقة البدنية.,بتعزيز ___ اللياقة البدنية.
عثمان بن أرطغرل,عثمان بن أرطغرل
أتعلم ياعادل أريد أن أكون من أنصاره ؛ ؛ ولكن كيف ؟,أتعلم ياعادل أريد أن أكون من أنصاره ؛ ؛ ولكن كيف ___ ؟
السبوع,السبوع
تحدثنا بإيجاز عن توجيه دعوات إلى عمان والسودان والمغرب والسلطة الفلسطينية ربما، وكذلك إلى المملكة العربية السعودية والأردن,تحدثنا بإيجاز عن توجيه دعوات إلى عمان والسودان والمغرب والسلطة الفلسطينية ___ ربما، وكذلك إلى المملكة العربية السعودية والأردن
القلق,القلق
تي إس إليوت,تي إس إليوت
قبل النوم.,قبل النوم.
سافروا إلى عدة مدن ساحلية وهو إلى المناطق الجبلية,سافروا إلى عدة مدن ساحلية وهو ___ إلى المناطق الجبلية
أصفر,أصفر
الأردن تشتهر بالثوب البدوي والسعودية بالثوب العربي,الأردن تشتهر بالثوب البدوي والسعودية ___ بالثوب العربي
طلب منها أن تتزوجه ، لكنها رفضت.,طلب منها أن تتزوجه ، لكنها رفضت __.
وسجل رونالدو هدفاً من ركلة جزاء و آخر من ركلة حرة.,وسجل رونالدو هدفاً من ركلة جزاء و ___ آخر من ركلة حرة.
حرية التعبير,حرية التعبير
باستخدام كلمات مرور قوية.,باستخدام ___ كلمات مرور قوية.
نجيب محفوظ,نجيب محفوظ
يُضاف إليهم عنصر في القوات المسلحة الكونغولية و آخر في الجيش الرواندي.,يُضاف إليهم عنصر في القوات المسلحة الكونغولية و ___ آخر في الجيش الرواندي.
منهم من يعمل ويستلم راتب وكذلك رشاوي,منهم من يعمل ويستلم راتب ___ وكذلك ___ رشاوي
متى حدثت معركة ذات السواري و أين ؟,متى حدثت معركة ذات السواري ___ و أين ___ ؟
ماو تسي تونغ,ماو تسي تونغ
عرض فيلم وثائقي عن المملكة والعلاقة التاريخية مع إيطاليا و آخر عن تأسيس مدينة روما,عرض فيلم وثائقي عن المملكة والعلاقة التاريخية مع إيطاليا و ___ آخر عن تأسيس مدينة روما
أنا أسافر إلى باريس وهم إلى لندن,أنا أسافر إلى باريس وهم ___ إلى لندن
هي ظاهرة انتشرت في مجتمعنا في السنوات القليلة الأخيرة. كيف و لما ؟,كيف ___ و لما ___ ؟
بالتنظيف اليومي.,بالتنظيف ___ اليومي.
سيكتب السكرتير التقرير التفصيلي للمشروع وأنت الملخص التنفيذي.,سيكتب السكرتير التقرير التفصيلي للمشروع وأنت ___ الملخص التنفيذي.
لويس الخامس عشر,لويس الخامس عشر
هل تأمل بالعودة للجزائر و متى ؟,هل تأمل بالعودة للجزائر و متى ___ ؟
باستخدام الكلمات والعبارات المناسبة.,باستخدام الكلمات والعبارات المناسبة ___ .
لا يمكن الإدلاء بالرأي حتى تتكشف خيوط هذي العملية الإرهابية حتى يمكن القول لماذا مثل هذه العمل حدث و كيف ؟,لا يمكن الإدلاء بالرأي حتى تتكشف خيوط هذي العملية الإرهابية ___ حتى يمكن القول لماذا مثل هذه العمل حدث و كيف ؟
بالتعرف على الثقافات المختلفة.,بالتعرف على ___ الثقافات المختلفة.
فهل نحاسب انفسنا؟! وحتى لو كنا نحاسبها فكيف ؟ و لماذا ؟,فهل نحاسب انفسنا؟! وحتى لو كنا نحاسبها فكيف ___؟ و لماذا ___؟
من خلال الحوافز.,من خلال الحوافز ___.
لن تستطيع مملكة الشر أن تقلل من قيمة السوريين مهما حاولت.,لن تستطيع مملكة الشر أن تقلل من قيمة السوريين مهما حاولت __ .
المجتمع يهتم الناس والشركات بأموالهم,المجتمع يهتم ___ الناس والشركات بأموالهم
