sentence,label
يمكننا أن نجمل القول في اللغة بثلاثة عناصر أساسية؛ فاللغة في أصلها نظام صوتي، واللغة ظاهرة اجتماعية، تؤدي وظيفة تعبيرية تواصلية.,0
إذا كان الشخص يرغب في اكتساب إعجاب الآخرين، فإن تعلم كيفية الابتسام بصدق هو أفضل نقطة انطلاق.,0
نستفيد من الرياضة اللياقة والصحة.,1
نحصل على المعلومات الصحية من المحترفين الطبيين.,0
باريس,0
البطريق هو الحيوان الذي يعيش في القطب الشمالي والقطب الجنوبي.,0
بالانفتاح والثقة والاحترام.,1
دعا الى مواصلة تنظيم مثل هذه الورشة وكذلك الدورات لتأهيل محكمين,1
ردوا بأنهم لا يريدون مضيفن سوريين اما مضيفات فممكن,1
أوضح أن هدف الشركة هو تعزيز ورفع قدرات الشركات المصدرة للمنتجات الكيماوية والأسمدة عن طريق تلبية احتياجاتهم المتزايدة لتوفير خدمات التفتيش.,0
سألته هل يمكن أن نجري لقاء تلفزيونيا ؟ لم يكن متحمساً ، لكنه وافق أن نجري لقاء تلفزيونيا.,1
الفقر يشكل تحديا اجتماعيا والفقر يحتاج إلى توجيه ويحتاج إلى تدابير اجتماعية.,1
التوقعات بشأن الجدل السياسي داخل إسرائيل أو الصراع داخلها هو أن كل ما رأيناه قبل السابع من أكتوبر سيظل موجودا حتى نهاية الحرب.,0
نشاطات أسرية,0
التعاون الثقافي يسهم في تبادل الخبرات والتعاون الثقافي يزيد من التفاهم الثقافي.,1
نمضي عطلة الربيع على الشواطئ وفي الأماكن السياحية.,0
الأردن تحدها سوريا والعراق يحده تركيا,1
نجعل المجتمع أكثر تضامنًا بالمشاركة في الأعمال الخيرية.,0
باستخدام كلمات مرور قوية.,1
يجب علينا إغلاق الأضواء في المنزل عند مغادرة الغرفة.,0
ازدهرت الصحافة المصرية منذ ميلادها قبل مائتى عام واستطاعت الصحافة المصرية أن تكون تعبيرًا قويًا عن المجتمع المصرى.,0
ربما قبل عقود من الزمان كان بالإمكان إخفاء الكثير من الممارسات، أما الآن فلا.,1
أنا ألعب الشطرنج وهو يلعب بنك الحظ,1
فالمملكة تعد من إحدى الدول القليلة التي لا تحاكم المرأة إذا قادت السيارة تحت تأثير الخمور ولكن لماذا لا تحاكمها؟,1
الحالة الاجتماعية التي تشير إلى شخص توفيت زوجته هي أرمل.,0
النقل العام يساهم في تخفيف الازدحام المروري ويساهم في الحفاظ على البيئة.,1
في فترات محددة من العمر.,0
فبراير,0
وتقبيل النساء من المحارم لا بأس به، ولكن العلماء كرهوه إلا في الأم فيقبل الرجل رأسها أو جبهتها وكذلك البنت.,1
في مذكراته التي نشرت العام الفائت، أقرّ بيري بأنه خضع لـ65 جلسة إعادة تأهيل ليتخلّص من إدمانه على المخدرات.,1
وقد يكون للنفط شأن في الأعمال الروائية ولكن متى يكون للنفط شأن في الأعمال الروائية؟,1
أنا أدرس الرياضيات وهو يدرس الفيزياء,1
البديل يتمثل في فلسطين منزوعة الصهيونية وفلسطين محررة وفلسطين ديمقراطية من النهر إلى البحر.,1
نحن نستمع إلى الموسيقى وهم إلى البودكاست,1
التسامح يطيل العمر، فأطول الناس أعماراً هم أكثرهم تسامحاً ولكن لماذا أطول الناس أعماراً أكثرهم تسامحاً؟,1
فيما يرجع إلى مخاوف من ازدحام مراكز الاقتراع خلال جائحة كورونا وكذلك يرجع إلى الحماس الشديد,1
طلبوا منها أن تأتي معهن وتنضم إليهن ، لكنها رفضت.,1
ما هي تجارب السفر التي يمكن أن تساهم في توسيع الفهم الثقافي وتوسيع التقارب بين الثقافات؟,0
السبوع,0
الفيديوهات المباشرة تعزز التفاعل وتعزز التواصل على وسائل التواصل الاجتماعي.,0
لم ترغب الزوجة السابقة في تسمية الوالد، ولكن لماذا لم ترغب الزوجة السابقة في تسمية الوالد؟,1
"هي اللغة المتداولة بين الناس، وهي بخلاف اللغة الفصحى المستخدمة في الكتابة والأحاديث الرسمية والعلمية"".",0
الشباب يتسوقون من المواقع الإلكترونية ونحن نتسوق من المتاجر التقليدية,1
أغلب النساء يفضلن الرجل طويل القامة، ولكن لماذا ؟,0
الزهرة هو الكوكب الذي يعتبر أقرب جارًا للأرض.,0
أنا أشاهد الأخبار وهم الأفلام,1
نحمي بياناتنا على الإنترنت باستخدام كلمات مرور قوية.,0
وإن تعددت الروايات من حولها فلا بد أن يأتي ذلك اليوم، ولكن متى ؟,1
الاستدامة البيئية تضمن مستقبلًا أفضل والاستدامة البيئية تحافظ على التنوع البيولوجي.,1
بالمشاركة الفعّالة.,1
بتوفير المواد الدراسية.,1
نجعل الزهور تزهر بشكل جميل بسقيها بانتظام.,0
كانت المنطقة تعيش حالة من الفقر، وكذلك الناس ؛ حيث لا شوارع معبدة ولا كهرباء.,1
نقيم الفعاليات الثقافية بالمشاركة الفعّالة.,0
تي إس إليوت,0
العشاق يشاركون الأفراح والأتراح ويتقاسمون التحديات.,0
هو واحد من أهم آباء الأدب الجزائري الحديث الذين بفضلهم تأسس وجود هذا الأدب.,1
"البطيء هو عكس كلمة ""السريع"".",0
إن موضوع شكل العبادة إنما يعمل الفرق عندنا نحن، أما عند الله فلا يعمل فرقاً.,1
إذا كان القرآن قد نزل في شهر رمضان وفي ليلة القدر حسب آيتين في القرآن ، فإن ليلة القدر تقع في هذا الشهر الكريم ، ولكن متى تقع ليلة القدر؟,0
أنا أحب المسلسلات وهي تحب الأفلام,1
المشتري,0
ندعو من الله ان يعين أبناء العراق المظلومين منذ 1978 إلى يومنا هذا ، من قال ان صدام افضل و لماذا ؟,0
الشمس,0
تنتهي المحاضرة بعد نصف ساعة.,0
يضع المؤرخ الإسرائيلي المواجهة الأخيرة في سياق تاريخي أوسع، مشيرا إلى أنه منذ 1967 سُجن مليون فلسطيني مرة واحدة على الأقل خلال حياتهم.,0
الموسيقى العربية تمزج بين التراث والتطور والموسيقى العربية تلامس قلوب الناس.,1
نرجو تشكيل لجنة لبحث هذا الامر لدينا شكاوى مسلمة باليد و أخرى عن طريق الفاكس والاميل,1
هم يستطيعون أن ينجحوا في الامتحان، ونحن كذلك نستطيع أن ننجح في الامتحان,1
القصة الخيالية تبني عوالمًا خيالية والقصة الخيالية تأخذنا في رحلات ساحرة.,1
تقام الاحتفالات برأس السنة في نهاية كل عام.,0
منهم من يعمل ويستلم راتب وكذلك يستلم رشاوي,1
اللياقة والصحة.,0
الصيف يجلب الجو الدافئ والسماء الصافية.,0
المصطلح الاجتماعي الذي يشير إلى الأنشطة والأحداث التي تجري خارج المنزل هو نشاطات أسرية.,0
قيصر تشين,0
الروديوم,0
أنا ألعب كرة الطائرة وهو كرة القدم,1
الأرجواني,0
اقترح الباحثون أن وجوه الناس غير قادرة على إضاءة أدمغتهم بنفس الطريقة,0
إبريل,0
نحن نستمع إلى الموسيقى وهم يستمعون إلى البودكاست,1
إننا نحث السلطات السورية على الإفراج عن كل من الرجلين، وكذلك عن كل الذين اعتقلوا لتعبيرهم عن آراهم,1
يمكن أن نسترخي في عطلة نهاية الأسبوع على البحر.,0
نخزِّن اللعب والألعاب في صناديق تخزين خاصة.,0
ولكن حتى في هذه الحالة تظهر حالات تنكسية. ولكن لماذا تظهر حالات تنكسية؟,1
ولن تحصل على هوية بأقل ، وأظنك حاولت ، ألم تحاول ؟,1
السؤال ليس ما إذا كانت الألعاب ستقام، ولكن كيف ؟,1
ميغيل دي سرفانتس,0
خسارة,0
نجعل المنزل نظيفًا بالتنظيف اليومي.,0
أوضح محافظ سوهاج أن الجائزة تهدف إلى تشجيع الموظفين بديوان عام المحافظة على التنافس والابتكار.,0
الكواكب الصغيرة تتنقل في حزام الكويكبات وحزام الكويكبات يحتوي على آلاف الكويكبات.,1
نزرع الزهور في حديقتنا بالسقاية والتسميد.,1
نحافظ على الغابات بعدم التصرف غير المسؤول.,1
حاولت فتح المطاعم للمرة الأولى بعد أسبوعين ونصف، لكنها فارغة، لذا سأغلقها مبكراً. عمليات التسليم ليست كافية للحفاظ على العمل.,0
كما أكدت الشركة أنها تلقت ما بين أربعة إلى خمسة آلاف طلب من الحكومة الاتحادية الأميركية وطلبات أخرى من سلطات محلية.,1
وقالوا: بأن الأرض تكلمت بصوت حقيقي، والسماء كذلك ، وأن الأرض تبكي بكاء حقيقياً، وكذلك السماء.,1
يمكن أن نتحقق من الجودة بالمراقبة الدقيقة.,0
نستخدم للتدفئة في الشتاء أفران التدفئة والمدافئ.,0
نشرب عندما نشعر بالعطش الماء أو العصير.,1
رأيت سجينا عن يميني وآخر عن شمال وآخر من خلفي,1
في المؤسسات الخيرية والمدارس.,1
الجنيه الإسترليني هو عملة المملكة المتحدة.,0
كيف يمكن للتكنولوجيا أن تساهم في مواجهة التحديات البيئية والتحديات الصحية العالمية؟,0
الرواد الفضائيين يستكشفون الفضاء والرواد الفضائيين ينفذون تجارب علمية.,0
نقوم بزيارة الأماكن الدينية في الأوقات المخصصة للصلوات والعبادة.,0
يرد على من يقول بأن التوسل كان جائزاً أثناء حياته صلى الله عليه وسلم ولكن بعد وفاته فلا.,0
بالتعرف على الثقافات المختلفة.,1
بدأت العطلة الصيفية في الشهر الماضي.,0
وأمرت في هذا الصدد بإحالة تلك الدعوى الخاصة بالتابلت لهيئة مفوضي الدولة ولكن لماذا أمرت بإحالتها؟,1
تنفذ الحكومة مبادرة تخفيض الأسعار بالتعاون مع القطاع الخاص لتخفيف العبء عن المواطنين.,0
الحوكمة الرشيدة تعزز من الشفافية والحوكمة الرشيدة تقوي حقوق الإنسان.,1
وكانت إسراء تعتقد أنهن ولدن أمهات بالفطرة، أما هي فلا.,1
الحملات الاجتماعية على وسائل التواصل تسهم في تحقيق التغيير.,0
وتضم اكاديمية لتعليم كورة القدم والتنس ايضا وكذلك متجر خاص بالأكاديمية والعديد من الأخبار,1
نجد الفرص الوظيفية في الشركات والمؤسسات.,0
عمر يمكنه شراء سيارة، وحسن أيضا يستطيع شراء سيارة,1
يمكننا العثور على المعلومات في الكتب والإنترنت.,0
الأدب الروسي يجمع بين الوجدانية والعمق الفلسفي والأدب الروسي يعكس الثقافة الروسية.,1
في المؤسسات الخيرية.,1
كما عرض فيلم قصير عن بدايات السينما و آخر عن مهرجان خطوات منذ انطلاقته في العام 2013,1
نقلل من استهلاك الكهرباء بإيقاف الأجهزة عند عدم الاستخدام.,0
كل هذا الذي تفعله ليس سوى خرافات ووساوس كلها افكار غبية يجب أن نفعل ذلك ولكن كيف ؟,0
الشعر الحديث يتجدد بالأساليب والأفكار والشعر الحديث يعبر عن التجديد.,1
يأتي ذلك في إطار إستراتيجية وزارة الداخلية بمواصلة الحملات الأمنية المكبرة على مستوى الجمهورية لإحكام السيطرة الأمنية.,0
في الكتب والمقالات البحثية.,0
كشفت وزارة الصحة والسكان عن تفاصيل البروتوكول العلاجى الجيد لمرضى نقص المناعة الوراثى.,0
بالتخلص من النفايات بشكل صحيح.,1
عملت وزارة الصحة خلال الفترة الأخيرة على تحديث البرتوكولات العلاجية الخاصة بعلاج حالات الأورام.,0
والرجل يهتدي لمسؤولياته كرجل بفطرته السوية، وكذلك المرأة.,1
أنا أقرأ الصحف وهو يقرأ الكتب,1
الحشود السائرة ملأت شوارع لندن وباريس وواشنطن ، وشوارع أخرى في مدن إسبانية وآسيوية.,1
الأخطاء الشخصية في حقي أنا مسامحك عنها ربنا يحلك، أما الأخطاء اللاهوتية والعقائدية فلا أسامحك عنها.,1
في دور السينما.,1
سيلعب دورا رئيسيا في تغطية الانتخابات المقبلة في بريطانيا.,1
نابليون بونابرت,0
"المريخ هو الكوكب الذي يسمى ""الكوكب الأحمر"".",0
تعول القاهرة على التحول في إنتاج الكهرباء إلى المازوت أو مصادر طاقة أخرى مستوردة بالعملات الأجنبية.,0
الإدمان على وسائل التواصل يعكر الصحة النفسية ويعكر العلاقات الاجتماعية.,0
وجدير بالذكر أن هذه الدورات مقسّمة بين دورات في أحكام التجويد و أخرى في حفظ كتاب الله العزيز.,1
خاطئ,0
النظام الاجتماعي,0
القرض المحرم هو الذي يستغل حاجة الناس، أما البنك فلا يستغل حاجة الناس.,1
التعليم العالي يمكن أن يكون مفتاح النجاح الشخصي والتعليم العالي يمكن أن يكون محركًا للابتكار.,1
أنا طويل وهو قصير نسبياً، كما أجيد ضربات الرأس، أما هو فلا.,1
حافظ ريال مدريد على صدارة الدوري الإسباني بعد فوزه القاتل على غريمه التقليدي برشلونة في المباراة التي استضافها الأخير,1
نحصل على شهادة دراسية بالدراسة والامتحانات.,0
الديمقراطية تمثل حكم الشعب والديمقراطية تقوي المشاركة المدنية.,0
بريد إلكتروني وكيبورد.,0
الأردن تحدها السعودية والعراق إيران,1
الاحتلال يعتقل مواطنا ونجليه من يطا و آخر من الخليل.,1
الفاكهة الطازجة تمد جسمنا بالفيتامينات وتمد جسمنا بالنشاط.,1
هناك جلسة مهمة عن استراتيجيات التواصل مع الإدارة الاميركية و جلسة أخرى عن العمل مع المشترعين الأمريكيين,1
نعتني بالنباتات بسقيها بانتظام.,0
"قال لي: ""أمي تضربني لأن أختي ادخرت مالاً كثيرًا من التسول""، أما أنا فلا أدخر مالا من التسول.",1
والعين ليست منفذًا للأكل والشرب، وكذلك الأذن ليست منفذًا للأكل.,1
شغل مرتاض منصب رئيس المجلس العلمي بمعهد اللغة العربية وآدابها بين عامي 1986 و1998، ثم عيّن رئيسا للمجلس الأعلى للغة العربية.,0
تحدثنا بإيجاز عن توجيه دعوات إلى عمان والسودان والمغرب والسلطة الفلسطينية ربما، وكذلك توجيه دعوات إلى المملكة العربية السعودية والأردن,1
الفضاء العميق يحتوي على نجوم عملاقة ويجتوي على ثقوب سوداء.,1
أنا أحب السفر وهي الطبخ,1
كان يريد أن أعمل لصالحهم لكنني رفضت أن أعمل لصالحهم.,1
الحزن,0
الكواكب تدور حول محورها والكواكب تدور حول الشمس.,1
الأردن تحدها سوريا والعراق تركيا,1
وجدت الدراسة أن الإشارات العصبية تكون أقل بشكل ملحوظ عند الدردشة مع شخص ما عبر مكالمة فيديو بدلاً من إجراء محادثة وجهاً لوجه.,0
إننا نحث السلطات السورية على الإفراج عن كل من الرجلين، وكذلك الإفراج عن كل الذين اعتقلوا لتعبيرهم عن آراهم,1
أنا أحب السباحة وهو الركض,1
نساهم في تقليل انبعاثات ثاني أكسيد الكربون بالاعتماد على وسائل النقل العامة.,0
ما هي الفرص وما هي التحديات المتعلقة بالتنمية المستدامة للطاقة النظيفة؟,0
قيمة العملات الأجنبية المدرجة في الاحتياطي النقدي سجلت 26.635 مليار دولار بنهاية أكتوبر.,0
تأهل فريق النصر إلى دور الثمانية ببطولة كأس الملك، عقب فوزه على الاتفاق 1 - صفر يوم الثلاثاء في دور الـ16 من البطولة.,0
تبدلت حالتي وتحولت في لحظات هل لأنني رأيته ولكن لماذا تحولت حالتي ؟,1
والجزء الأكبر من تلك الطرق معبد بواقع 3،732،757 كم أما الباقي فلا ليس معبد,1
لاحظت أن بعض المراحل لا يوجد فيها تعليق من ويسكر ولكن لماذا لا يوجد فيها تعليق من ويسكر؟,1
أحب من الأسماء ما شابه اسمها ووافقه,0
الفيسبوك وتويتر وإنستغرام هي بعض أشهر منصات وسائل التواصل الاجتماعي.,0
الأكسجين,0
أنا أركض في الصباح وهو يركض في المساء,1
وتوجد بعض المنتجات كاللفت والخس في مرحلة الحصاد ومنتجات أخرى في مرحلة النضج وحصادها في غضون شهر.,1
الثلوج تتساقط بفعل درجات الحرارة المنخفضة وتتساقط بفعل الرطوبة.,1
الكواكب تدور حول الشمس والكواكب تشكل نظامًا شمسيًا.,0
النقل السككي يسهم في توزيع البضائع والنقل السككي يحقق الفعالية في النقل.,1
نعبر عن أفكارنا بوضوح باستخدام الكلمات والعبارات المناسبة.,0
ويتم عزل الأسرى فيها تماماً عن العالم الخارجي، وكذلك عزلهم عن عالم السجن الداخلي.,1
وسائل التواصل تعزز من العمل التطوعي وتوجهه.,0
"أسس مرتاض عدة مجلات، وشغل منصب رئيس تحريرها على غرار مجلة ""دراسات جزائرية"".",1
الكتب التعليمية تقدم المعرفة والكتب التعليمية تشجع على التعلم.,1
زادني الأمر فضولاً . . لدي رغبة في معرفة ذلك الشاب . . ولكن كيف ؟,1
على البحر.,0
هادريان,0
وسجل رونالدو هدفاً من ركلة جزاء و آخر من ركلة حرة.,1
ارتفعت درجات الحرارة في مصر ما أدى لزيادة استهلاك الكهرباء، فيما زاد استهلاك الغاز محليا نتيجة التوسع في توصيل الغاز للمنازل,1
العلم والبحث العلمي يمكن أن يساهمان في تطوير التكنولوجيا ويمكن أن يسهمان في حل المشكلات الصحية.,1
دعا الى مواصلة تنظيم مثل هذه الورشة وكذلك دعا إلى مواصلة تنظيم الدورات لتأهيل محكمين,1
هو يسافر إلى الشرق ونحن إلى الغرب,1
الرواية التاريخية تعيدنا إلى الماضي والرواية التاريخية تسرد الأحداث بوضوح.,1
هل واجهتِ صعوبات في مسيرتك الرياضية؟ وكيف واجهتِ هذه الصعوبات؟,1
أنا أسافر إلى باريس وهم إلى لندن,1
أنا أدرس الرياضيات وهو الفيزياء,1
وهذا الكتاب يزخر بالحكمة والتبصر والقلق، وكذلك يذخر بالأمل.,1
الذوبان هي العملية التي تحدث عندما يتحول الجليد إلى ماء.,0
البيتزا محبوبة من الجميع بأنواعها المتعددة.,0
الزراعة المستدامة تحافظ على التنوع البيولوجي والزراعة المستدامة توفر غذاء صحي.,1
هل يمكن توضيح تأثير السياحة على الاقتصاد المحلي وتأثير السياحة على البيئة في المناطق السياحية؟,0
فيلم تسجيلى عن بداية تأسيس المستشفى و آخر عن أشهر الفنانين الذين قاموا بزيارة بهية.,1
أنا ألعب البيانو وهو يلعب الجيتار,0
أنا أدرس في المدرسة وهو في الجامعة.,1
الفضاء الخارجي يحيط بالأرض والأرض تدور حول محورها.,0
نعزز الصداقات بالاهتمام والاحترام.,0
النيل,0
يجب مكافحة العنف ضد النساء ويجب تعزيز مشاركتهن في جميع المجالات.,1
سبق أن نشرنا إعلانا عن سيارة فورد تاونس موديل 1962 و آخر عن سيارة فورد جالاكسي.,0
فالملائكة تنزل من السماء والشياطين أيضا تنزل من السماء.,0
أغسطس,0
الغربيون غالباً ما ينسون هذه الحقيقة، أما غير الغربيين فلا ينسون هذه الحقيقة.,1
التعليم الشامل يمكن أن يحقق التميز والتعليم الشامل يوفر فرصًا عادلة للجميع.,1
أنا طويل وهو قصير نسبياً، كما أجيد ضربات الرأس، أما هو فلا يجيدها.,1
هذا هو شعور معظم البشر للأسف الشديد، فالله يغفر ويسامح، أما البشر فلا يغفرون ولا يسامحون.,1
في أي سنة تم انعقاد الاجتماع الأول لدول الخليج العربية؟ و أين ؟,0
"العنصر الكيميائي الذي يمثله الرمز ""Fe"" هو الحديد.",0
ولدينا قناعة بأن الكل سيعترف بفلسطين، ولكن متى ؟,1
نقوم بتطعيم الأطفال في فترات محددة من العمر.,0
نحترم حقوق الإنسان بالامتناع عن التمييز.,1
ولكن حتى في هذه الحالة تظهر حالات تنكسية. ولكن لماذا ؟,1
انخفض الاستهلاك الخاص بنحو الثلث في الأيام التي تلت اندلاع الحرب، مقارنة بمتوسط أسبوع في عام 2023.,1
الأدب العالمي يفتح لنا أفاقًا جديدة والأدب العالمي ينقلنا إلى ثقافات مختلفة.,1
كنت أحلم أن أزوره حيث كان محذورا على عرب الـ 48 زيارة رام الله أما الآن فممكن أن أزوره,1
في حالات السفر البعيد.,1
أدى الاستدعاء العسكري والتجميد الاقتصادي الجزئي إلى انهيار مفاجئ في النشاط.,0
جدول الأعمال الحاجة الملحة لإعادة بناء الحزب. لكن كيف يُبنى الحزب؟,0
للوقاية من الأمراض.,1
الحب يجعلنا نهتم بشريكنا والحب يعزز التواصل.,1
نجد المعلومات الموثوقة في الكتب أو المواقع الرسمية.,0
التضامن الاجتماعي يساهم في خلق مجتمعات عادلة ومجتمعات متكافئة.,1
يجب علينا الوقوف بجانب وطننا في كل الأوقات.,0
ولدينا قناعة بأن الكل سيعترف بفلسطين، ولكن متى سيعترف الكل بفلسطين؟,0
حدد قانون البناء عقوبة من يخل بمهام وظيفته فيما يتعلق بتراخيص المباني.,0
تقديم بلاغات إلكترونياً ضد أي رجل أمن يستخدم سلطته بشكل مسيء، وكذلك تقديم بلاغات إلكترونيا ضد المحرضين والمتجاوزين بشبكات التواصل الاجتماعي,1
"منحدر ""فولوديميرسكي"" واحد من أشهر الطرق التاريخية المرصوفة بالأحجار القديمة وسط كييف يضم على أحد جنباته مبنى ""فلسطين"".",0
هل يمكن توضيح تأثير التكنولوجيا على خصوصية الأفراد وتأثير التكنولوجيا على أمان بياناتهم؟,0
قيمة الزيادة في احتياطي النقد الأجنبي خلال شهر أكتوبر تقدر بنحو 130 مليون دولار.,0
يجب أن نتذكر أنه لا تزال لديه قاعدة قوية داخل إسرائيل التي ربما لا تزال داعمة له وقد يخسر نتنياهو الانتخابات المقبلة,1
أعلن البنك المركزي المصري اليوم الخميس، أن صافي الاحتياطيات الدولية ارتفع ليسجل 35.1 مليار دولار أمريكي في نهاية أكتوبر 2023.,0
بعدم مشاركة المعلومات الشخصية.,1
سبق أن نشرنا إعلانا عن سيارة فورد تاونس موديل 1962 و إعلانا آخر عن سيارة فورد جالاكسي.,1
نقيم أداءنا في العمل باستمرار تحسين مهاراتنا.,1
أفضت إلى كشف عمليات احتيالية تظهر وجود المواد الغذائية ولكن فقط على الورق، أما على أرض الواقع فلا.,1
باختيار الوجهة المفضلة لدينا.,0
الامر الذى اصابها بارتباك شديد واحست انه يفعل ذلك عن عمد ولكن لماذا ؟,0
في المرة الأولى تساهلت معك ولكن الآن فلا,1
محمد يستطيع أن يذهب بمفرده، حتى محمود يستطيع أن يذهب بمفرده,1
المسافر يفطر نعم ولكن متى ؟,1
في الأعياد الوطنية.,1
نحن نأكل في المطعم وهم في البيت,1
من خلال الحوافز.,1
